country,city_actual,center1label,center2label,neighbourhood,price,city,stars,ratingta,ratingta_count,accommodationtype,scarce_room,hotel_id,offer,offer_cat,year,month,weekend,holiday,distance,distance_alter,accommodation_type,nnight,rating,rating_count,misratingta,misratingta_count,misrating
Italy,Rome,City centre,Palazzo Madama,Aurelio,67,Rome,0.0,4.0,9.0,_ACCOM_TYPE@Guest House,1,15170.0,0,0% no offer,2018,2,1,0,2.6,2.4,Guest House,1,4.3,6.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,67,Rome,0.0,4.0,9.0,_ACCOM_TYPE@Guest House,1,15170.0,0,0% no offer,2018,3,1,0,2.6,2.4,Guest House,1,4.3,6.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,327,Rome,0.0,4.5,53.0,_ACCOM_TYPE@Bed and breakfast,1,15171.0,0,0% no offer,2017,12,0,1,2.6,2.3,Bed and breakfast,4,4.3,38.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,90,Rome,0.0,4.5,53.0,_ACCOM_TYPE@Bed and breakfast,1,15172.0,0,0% no offer,2018,3,1,0,2.6,3.6,Bed and breakfast,1,4.3,38.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,87,Rome,0.0,5.0,4.0,_ACCOM_TYPE@Bed and breakfast,1,15173.0,1,15-50% offer,2017,11,0,0,2.2,1.9,Bed and breakfast,1,4.0,4.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,87,Rome,0.0,5.0,4.0,_ACCOM_TYPE@Bed and breakfast,1,15173.0,1,15-50% offer,2018,2,1,0,2.2,1.9,Bed and breakfast,1,4.0,4.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,87,Rome,0.0,5.0,4.0,_ACCOM_TYPE@Bed and breakfast,1,15173.0,1,15-50% offer,2018,3,1,0,2.2,1.9,Bed and breakfast,1,4.0,4.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,87,Rome,0.0,5.0,4.0,_ACCOM_TYPE@Bed and breakfast,1,15173.0,1,15-50% offer,2018,4,1,0,2.2,1.9,Bed and breakfast,1,4.0,4.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,87,Rome,0.0,5.0,4.0,_ACCOM_TYPE@Bed and breakfast,1,15174.0,1,15-50% offer,2018,6,1,0,2.2,3.2,Bed and breakfast,1,4.0,4.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,87,Rome,0.0,5.0,4.0,_ACCOM_TYPE@Bed and breakfast,1,15174.0,1,15-50% offer,2018,5,1,0,2.2,3.2,Bed and breakfast,1,4.0,4.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,90,Rome,0.0,5.0,4.0,_ACCOM_TYPE@Bed and breakfast,1,15174.0,1,15-50% offer,2017,12,0,1,2.2,3.2,Bed and breakfast,1,4.0,4.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,340,Rome,0.0,5.0,4.0,_ACCOM_TYPE@Bed and breakfast,1,15174.0,1,15-50% offer,2017,12,0,1,2.2,3.2,Bed and breakfast,4,4.0,4.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,59,Rome,0.0,4.5,255.0,_ACCOM_TYPE@Bed and breakfast,0,15175.0,1,15-50% offer,2018,2,1,0,2.2,1.9,Bed and breakfast,1,4.5,192.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,79,Rome,0.0,4.5,255.0,_ACCOM_TYPE@Bed and breakfast,0,15175.0,1,15-50% offer,2018,3,1,0,2.2,1.9,Bed and breakfast,1,4.5,192.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,111,Rome,0.0,4.5,255.0,_ACCOM_TYPE@Bed and breakfast,0,15175.0,1,15-50% offer,2018,4,1,0,2.2,1.9,Bed and breakfast,1,4.5,192.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,268,Rome,0.0,4.5,255.0,_ACCOM_TYPE@Bed and breakfast,0,15175.0,1,15-50% offer,2017,12,0,1,2.2,1.9,Bed and breakfast,4,4.5,192.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,39,Rome,0.0,4.5,255.0,_ACCOM_TYPE@Bed and breakfast,0,15176.0,1,15-50% offer,2017,11,0,0,2.2,3.2,Bed and breakfast,1,4.5,192.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,86,Rome,0.0,4.5,255.0,_ACCOM_TYPE@Bed and breakfast,0,15176.0,1,15-50% offer,2018,6,1,0,2.2,3.2,Bed and breakfast,1,4.5,192.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,117,Rome,0.0,4.5,255.0,_ACCOM_TYPE@Bed and breakfast,0,15176.0,1,15-50% offer,2018,5,1,0,2.2,3.2,Bed and breakfast,1,4.5,192.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,60,Rome,4.0,3.0,459.0,_ACCOM_TYPE@Vacation home Condo,0,15177.0,0,0% no offer,2017,11,0,0,3.0,2.8,Vacation home Condo,1,3.7,15.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,81,Rome,4.0,3.0,459.0,_ACCOM_TYPE@Vacation home Condo,1,15177.0,0,0% no offer,2018,4,1,0,3.0,2.8,Vacation home Condo,1,3.7,15.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,235,Rome,4.0,3.0,459.0,_ACCOM_TYPE@Vacation home Condo,1,15178.0,0,0% no offer,2017,12,0,1,3.0,4.1,Vacation home Condo,4,3.7,15.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,66,Rome,0.0,4.5,45.0,_ACCOM_TYPE@Bed and breakfast,1,15179.0,0,0% no offer,2017,11,0,0,2.4,2.1,Bed and breakfast,1,3.0,1.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,291,Rome,0.0,4.5,45.0,_ACCOM_TYPE@Bed and breakfast,1,15179.0,1,1-15% offer,2017,12,0,1,2.4,2.1,Bed and breakfast,4,3.0,1.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,45,Rome,0.0,4.5,24.0,_ACCOM_TYPE@Guest House,1,15180.0,1,50%-75% offer,2018,2,1,0,2.1,1.8,Guest House,1,3.0,6.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,50,Rome,0.0,4.5,24.0,_ACCOM_TYPE@Guest House,1,15180.0,1,50%-75% offer,2017,11,0,0,2.1,1.8,Guest House,1,3.0,6.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,90,Rome,0.0,4.5,24.0,_ACCOM_TYPE@Guest House,1,15180.0,1,15-50% offer,2018,4,1,0,2.1,1.8,Guest House,1,3.0,6.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,90,Rome,0.0,4.5,24.0,_ACCOM_TYPE@Guest House,1,15180.0,1,15-50% offer,2018,5,1,0,2.1,1.8,Guest House,1,3.0,6.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,90,Rome,0.0,4.5,24.0,_ACCOM_TYPE@Guest House,1,15180.0,1,15-50% offer,2018,6,1,0,2.1,1.8,Guest House,1,3.0,6.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,95,Rome,0.0,4.5,24.0,_ACCOM_TYPE@Guest House,1,15181.0,1,15-50% offer,2018,3,1,0,2.1,3.1,Guest House,1,3.0,6.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,458,Rome,0.0,4.5,24.0,_ACCOM_TYPE@Guest House,1,15181.0,0,0% no offer,2017,12,0,1,2.1,3.1,Guest House,4,3.0,6.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,65,Rome,0.0,4.5,101.0,_ACCOM_TYPE@Guest House,1,15182.0,0,0% no offer,2017,11,0,0,2.2,1.9,Guest House,1,4.4,14.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,70,Rome,0.0,4.5,101.0,_ACCOM_TYPE@Guest House,1,15182.0,0,0% no offer,2018,3,1,0,2.2,1.9,Guest House,1,4.4,14.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,70,Rome,0.0,4.5,101.0,_ACCOM_TYPE@Guest House,1,15182.0,0,0% no offer,2018,5,1,0,2.2,1.9,Guest House,1,4.4,14.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,335,Rome,0.0,4.5,101.0,_ACCOM_TYPE@Guest House,1,15182.0,0,0% no offer,2017,12,0,1,2.2,1.9,Guest House,4,4.4,14.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,57,Rome,0.0,4.5,101.0,_ACCOM_TYPE@Guest House,1,15183.0,1,1-15% offer,2018,2,1,0,2.2,3.2,Guest House,1,4.4,14.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,70,Rome,0.0,4.5,101.0,_ACCOM_TYPE@Guest House,1,15183.0,0,0% no offer,2018,6,1,0,2.2,3.2,Guest House,1,4.4,14.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,70,Rome,0.0,4.5,101.0,_ACCOM_TYPE@Guest House,1,15183.0,0,0% no offer,2018,4,1,0,2.2,3.2,Guest House,1,4.4,14.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,111,Rome,4.0,3.5,732.0,_ACCOM_TYPE@Hotel,0,15184.0,1,15-50% offer,2018,5,1,0,2.7,2.5,Hotel,1,3.9,97.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,131,Rome,4.0,3.5,732.0,_ACCOM_TYPE@Hotel,1,15184.0,1,1-15% offer,2018,3,1,0,2.7,2.5,Hotel,1,3.9,97.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,134,Rome,4.0,3.5,732.0,_ACCOM_TYPE@Hotel,0,15184.0,0,0% no offer,2018,4,1,0,2.7,2.5,Hotel,1,3.9,97.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,334,Rome,4.0,3.5,732.0,_ACCOM_TYPE@Hotel,1,15184.0,1,15-50% offer,2017,12,0,1,2.7,2.5,Hotel,4,3.9,97.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,68,Rome,4.0,3.5,732.0,_ACCOM_TYPE@Hotel,0,15185.0,1,50%-75% offer,2017,12,0,1,2.7,3.8,Hotel,1,3.9,97.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,78,Rome,4.0,3.5,732.0,_ACCOM_TYPE@Hotel,0,15185.0,1,15-50% offer,2018,2,1,0,2.7,3.8,Hotel,1,3.9,97.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,134,Rome,4.0,3.5,732.0,_ACCOM_TYPE@Hotel,1,15185.0,0,0% no offer,2018,6,1,0,2.7,3.8,Hotel,1,3.9,97.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,35,Rome,3.0,2.0,143.0,_ACCOM_TYPE@Hotel,1,15186.0,1,15-50% offer,2018,2,1,0,3.5,3.2,Hotel,1,2.5,17.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,35,Rome,3.0,2.0,143.0,_ACCOM_TYPE@Hotel,1,15186.0,1,15-50% offer,2017,11,0,0,3.5,3.2,Hotel,1,2.5,17.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,62,Rome,3.0,2.0,143.0,_ACCOM_TYPE@Hotel,1,15186.0,0,0% no offer,2018,3,1,0,3.5,3.2,Hotel,1,2.5,17.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,153,Rome,3.0,2.0,143.0,_ACCOM_TYPE@Hotel,1,15186.0,1,15-50% offer,2017,12,0,1,3.5,3.2,Hotel,4,2.5,17.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,46,Rome,3.0,2.0,143.0,_ACCOM_TYPE@Hotel,1,15187.0,1,1-15% offer,2018,6,1,0,3.5,4.5,Hotel,1,2.5,17.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,62,Rome,3.0,2.0,143.0,_ACCOM_TYPE@Hotel,1,15187.0,0,0% no offer,2018,5,1,0,3.5,4.5,Hotel,1,2.5,17.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,62,Rome,3.0,2.0,143.0,_ACCOM_TYPE@Hotel,1,15187.0,0,0% no offer,2018,4,1,0,3.5,4.5,Hotel,1,2.5,17.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,49,Rome,0.0,4.0,270.0,_ACCOM_TYPE@Bed and breakfast,1,15188.0,1,50%-75% offer,2018,2,1,0,2.5,2.3,Bed and breakfast,1,4.0,123.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,68,Rome,0.0,4.0,270.0,_ACCOM_TYPE@Bed and breakfast,1,15188.0,1,50%-75% offer,2017,11,0,0,2.5,2.3,Bed and breakfast,1,4.0,123.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,78,Rome,0.0,4.0,270.0,_ACCOM_TYPE@Bed and breakfast,1,15188.0,1,50%-75% offer,2018,5,1,0,2.5,2.3,Bed and breakfast,1,4.0,123.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,97,Rome,0.0,4.0,270.0,_ACCOM_TYPE@Bed and breakfast,1,15188.0,1,50%-75% offer,2018,3,1,0,2.5,2.3,Bed and breakfast,1,4.0,123.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,75,Rome,0.0,4.0,270.0,_ACCOM_TYPE@Bed and breakfast,1,15189.0,1,50%-75% offer,2018,6,1,0,2.5,3.6,Bed and breakfast,1,4.0,123.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,97,Rome,0.0,4.0,270.0,_ACCOM_TYPE@Bed and breakfast,1,15189.0,1,50%-75% offer,2018,4,1,0,2.5,3.6,Bed and breakfast,1,4.0,123.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,56,Rome,4.0,4.5,804.0,_ACCOM_TYPE@Hotel,1,15190.0,1,50%-75% offer,2018,2,1,0,2.8,2.5,Hotel,1,4.5,308.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,61,Rome,4.0,4.5,804.0,_ACCOM_TYPE@Hotel,1,15190.0,1,50%-75% offer,2017,12,0,1,2.8,2.5,Hotel,1,4.5,308.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,143,Rome,4.0,4.5,804.0,_ACCOM_TYPE@Hotel,1,15190.0,1,15-50% offer,2018,4,1,0,2.8,2.5,Hotel,1,4.5,308.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,143,Rome,4.0,4.5,804.0,_ACCOM_TYPE@Hotel,1,15190.0,1,15-50% offer,2018,3,1,0,2.8,2.5,Hotel,1,4.5,308.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,52,Rome,4.0,4.5,804.0,_ACCOM_TYPE@Hotel,1,15191.0,1,50%-75% offer,2017,11,0,0,2.8,3.8,Hotel,1,4.5,308.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,143,Rome,4.0,4.5,804.0,_ACCOM_TYPE@Hotel,1,15191.0,1,15-50% offer,2018,6,1,0,2.8,3.8,Hotel,1,4.5,308.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,143,Rome,4.0,4.5,804.0,_ACCOM_TYPE@Hotel,1,15191.0,1,15-50% offer,2018,5,1,0,2.8,3.8,Hotel,1,4.5,308.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,372,Rome,4.0,4.5,804.0,_ACCOM_TYPE@Hotel,1,15191.0,1,15-50% offer,2017,12,0,1,2.8,3.8,Hotel,4,4.5,308.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,281,Rome,0.0,4.5,35.0,_ACCOM_TYPE@Bed and breakfast,1,15192.0,0,0% no offer,2018,6,1,0,2.7,2.4,Bed and breakfast,1,3.9,10.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,290,Rome,0.0,4.5,35.0,_ACCOM_TYPE@Bed and breakfast,1,15192.0,0,0% no offer,2017,12,0,1,2.7,2.4,Bed and breakfast,1,3.9,10.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,580,Rome,0.0,4.5,35.0,_ACCOM_TYPE@Bed and breakfast,1,15192.0,0,0% no offer,2018,3,1,0,2.7,2.4,Bed and breakfast,1,3.9,10.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,580,Rome,0.0,4.5,35.0,_ACCOM_TYPE@Bed and breakfast,1,15192.0,0,0% no offer,2018,5,1,0,2.7,2.4,Bed and breakfast,1,3.9,10.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,1091,Rome,0.0,4.5,35.0,_ACCOM_TYPE@Bed and breakfast,1,15192.0,1,1-15% offer,2017,12,0,1,2.7,2.4,Bed and breakfast,4,3.9,10.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,281,Rome,0.0,4.5,35.0,_ACCOM_TYPE@Bed and breakfast,1,15193.0,0,0% no offer,2017,11,0,0,2.7,3.7,Bed and breakfast,1,3.9,10.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,580,Rome,0.0,4.5,35.0,_ACCOM_TYPE@Bed and breakfast,1,15193.0,0,0% no offer,2018,4,1,0,2.7,3.7,Bed and breakfast,1,3.9,10.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,106,Rome,0.0,4.0,545.0,_ACCOM_TYPE@Guest House,0,15194.0,0,0% no offer,2018,3,1,0,2.8,2.6,Guest House,1,4.1,81.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,106,Rome,0.0,4.0,545.0,_ACCOM_TYPE@Guest House,0,15194.0,0,0% no offer,2018,4,1,0,2.8,2.6,Guest House,1,4.1,81.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,328,Rome,0.0,4.0,545.0,_ACCOM_TYPE@Guest House,0,15194.0,1,1-15% offer,2017,12,0,1,2.8,2.6,Guest House,4,4.1,81.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,62,Rome,0.0,4.0,545.0,_ACCOM_TYPE@Guest House,0,15195.0,1,15-50% offer,2017,11,0,0,2.8,3.9,Guest House,1,4.1,81.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,77,Rome,0.0,4.0,545.0,_ACCOM_TYPE@Guest House,0,15195.0,1,1-15% offer,2018,2,1,0,2.8,3.9,Guest House,1,4.1,81.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,106,Rome,0.0,4.0,545.0,_ACCOM_TYPE@Guest House,0,15195.0,0,0% no offer,2018,6,1,0,2.8,3.9,Guest House,1,4.1,81.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,106,Rome,0.0,4.0,545.0,_ACCOM_TYPE@Guest House,0,15195.0,0,0% no offer,2018,5,1,0,2.8,3.9,Guest House,1,4.1,81.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,117,Rome,4.0,4.0,575.0,_ACCOM_TYPE@Hotel,0,15196.0,1,15-50% offer,2017,11,0,0,2.9,2.6,Hotel,1,4.0,163.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,145,Rome,4.0,4.0,575.0,_ACCOM_TYPE@Hotel,0,15196.0,1,15-50% offer,2018,2,1,0,2.9,2.6,Hotel,1,4.0,163.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,163,Rome,4.0,4.0,575.0,_ACCOM_TYPE@Hotel,0,15196.0,1,1-15% offer,2018,5,1,0,2.9,2.6,Hotel,1,4.0,163.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,232,Rome,4.0,4.0,575.0,_ACCOM_TYPE@Hotel,0,15196.0,0,0% no offer,2018,4,1,0,2.9,2.6,Hotel,1,4.0,163.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,232,Rome,4.0,4.0,575.0,_ACCOM_TYPE@Hotel,0,15196.0,0,0% no offer,2018,3,1,0,2.9,2.6,Hotel,1,4.0,163.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,595,Rome,4.0,4.0,575.0,_ACCOM_TYPE@Hotel,0,15196.0,1,15-50% offer,2017,12,0,1,2.9,2.6,Hotel,4,4.0,163.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,163,Rome,4.0,4.0,575.0,_ACCOM_TYPE@Hotel,0,15197.0,1,1-15% offer,2018,6,1,0,2.9,3.9,Hotel,1,4.0,163.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,55,Rome,4.0,4.0,671.0,_ACCOM_TYPE@Hotel,1,15198.0,1,50%-75% offer,2017,11,0,0,3.5,3.2,Hotel,1,3.7,104.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,56,Rome,4.0,4.0,671.0,_ACCOM_TYPE@Hotel,1,15198.0,1,50%-75% offer,2017,12,0,1,3.5,3.2,Hotel,1,3.7,104.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,100,Rome,4.0,4.0,671.0,_ACCOM_TYPE@Hotel,0,15198.0,1,1-15% offer,2018,5,1,0,3.5,3.2,Hotel,1,3.7,104.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,100,Rome,4.0,4.0,671.0,_ACCOM_TYPE@Hotel,0,15198.0,1,1-15% offer,2018,6,1,0,3.5,3.2,Hotel,1,3.7,104.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,111,Rome,4.0,4.0,671.0,_ACCOM_TYPE@Hotel,0,15198.0,0,0% no offer,2018,4,1,0,3.5,3.2,Hotel,1,3.7,104.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,111,Rome,4.0,4.0,671.0,_ACCOM_TYPE@Hotel,1,15198.0,0,0% no offer,2018,3,1,0,3.5,3.2,Hotel,1,3.7,104.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,279,Rome,4.0,4.0,671.0,_ACCOM_TYPE@Hotel,1,15198.0,1,15-50% offer,2017,12,0,1,3.5,3.2,Hotel,4,3.7,104.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,57,Rome,4.0,4.0,671.0,_ACCOM_TYPE@Hotel,1,15199.0,1,50%-75% offer,2018,2,1,0,3.5,4.5,Hotel,1,3.7,104.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,57,Rome,4.0,3.5,110.0,_ACCOM_TYPE@Hotel,0,15200.0,1,1-15% offer,2017,11,0,0,4.1,3.8,Hotel,1,4.0,80.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,59,Rome,4.0,3.5,110.0,_ACCOM_TYPE@Hotel,0,15200.0,1,1-15% offer,2017,12,0,1,4.1,3.8,Hotel,1,4.0,80.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,93,Rome,4.0,3.5,110.0,_ACCOM_TYPE@Hotel,0,15200.0,1,1-15% offer,2018,3,1,0,4.1,3.8,Hotel,1,4.0,80.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,94,Rome,4.0,3.5,110.0,_ACCOM_TYPE@Hotel,0,15200.0,0,0% no offer,2018,5,1,0,4.1,3.8,Hotel,1,4.0,80.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,94,Rome,4.0,3.5,110.0,_ACCOM_TYPE@Hotel,0,15200.0,0,0% no offer,2018,6,1,0,4.1,3.8,Hotel,1,4.0,80.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,80,Rome,4.0,3.5,110.0,_ACCOM_TYPE@Hotel,0,15201.0,0,0% no offer,2018,4,1,0,4.1,5.1,Hotel,1,4.0,80.0,False,False,False
Italy,Rome,City centre,Grotta del Bue Marino,Aurelio,272,Rome,4.0,3.5,110.0,_ACCOM_TYPE@Hotel,0,15201.0,1,1-15% offer,2017,12,0,1,4.1,5.1,Hotel,4,4.0,80.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,113,Rome,4.0,4.0,2971.0,_ACCOM_TYPE@Hotel,0,15202.0,1,15-50% offer,2017,11,0,0,2.9,2.6,Hotel,1,4.1,272.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,139,Rome,4.0,4.0,2971.0,_ACCOM_TYPE@Hotel,0,15202.0,1,15-50% offer,2018,3,1,0,2.9,2.6,Hotel,1,4.1,272.0,False,False,False
Italy,Rome,City centre,Palazzo Madama,Aurelio,148,Rome,4.0,4.0,2971.0,_ACCOM_TYPE@Hotel,0,15202.0,1,15-50% offer,2018,4,1,0,2.9,2.6,Hotel,1,4.1,272.0,False,False,False
