car_model,car_price,date,time,total_mileage,year,gear_type,fuel_type,url,city,area
Hyundai Hb20 1.0 12v Sense,87390.0,2023-03-07,11:19,0.0,2023,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-sense-1107594728,Caxias do Sul,Nossa Senhora de Fátima
HYUNDAI HB20 VISION 2020,70900.0,2023-03-07,10:47,49460.0,2020,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-vision-2020-1105547387,Porto Alegre,Bela Vista
HYUNDAI HB20 1.0 TGDI AT EVOLUTION BLUEMEDIA 2022,86900.0,2023-03-07,10:31,21290.0,2022,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-tgdi-at-evolution-bluemedia-2022-1152268207,Canoas,Centro
Hb20 Evolution Bluelink 1.0 Ipva 2023 pago,79990.0,2023-03-07,10:26,28600.0,2022,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-evolution-bluelink-1-0-ipva-2023-pago-1155784702,Bento Gonçalves,Licorsul
HB20 2015/2015 1.0 COMFORT 12V FLEX 4P MANUAL,48900.0,2023-03-07,10:21,72800.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-2015-2015-1-0-comfort-12v-flex-4p-manual-1106623192,Bento Gonçalves,Vila Nova
HYUNDAI HB20 HB20 OCEAN 1.6 FLEX 16V 5P MEC.,61990.0,2023-03-07,09:38,76000.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-hb20-ocean-1-6-flex-16v-5p-mec-1155759966,Porto Alegre,Santa Maria Goretti
Hb20 Aceita troca de menor valor.,59900.0,2023-03-07,09:38,39000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-aceita-troca-de-menor-valor-1155757771,Vera Cruz,Santa Maria Goretti
HYUNDAI HB20 1.6A COMF 2016,56900.0,2023-03-07,09:26,55674.0,2016,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6a-comf-2016-1155753080,Porto Alegre,Cristal
HB20 Sense 1.0M 2020/2021,62000.0,2023-03-07,09:25,9300.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-sense-1-0m-2020-2021-1155752568,Cachoeirinha,Distrito Industrial
HB20 HATCH COMFORT 1.0 MANUAL 2017,51890.0,2023-03-07,09:21,110000.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-hatch-comfort-1-0-manual-2017-1131142716,Cachoeirinha,Vila Regina
Hyundai HB20 Premium 1.6 16v | 2014,56900.0,2023-03-07,09:07,100.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-premium-1-6-16v-2014-1042549689,Estância Velha,Rincão Gaúcho
HYUNDAI HB20 HB20 C.STYLE/C.PLUS 1.6 FLEX 16V AUT.,58900.0,2023-03-07,09:03,60000.0,2016,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-hb20-c-style-c-plus-1-6-flex-16v-aut-1155742282,Novo Hamburgo,Ideal
HB20 1.0 Unique **Unica Dona**,55920.0,2023-03-07,09:00,39950.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-unique-unica-dona-1155741471,Passo Fundo,Centro
Hb20,65900.0,2023-03-07,08:51,53500.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1150022051,Santa Cruz do Sul,Goiás
hb20 hatch evolution ***c/9.000km*** completo multimídia roda,69900.0,2023-03-07,08:47,9000.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-hatch-evolution-c-9-000km-completo-multimidia-roda-952333371,Porto Alegre,São Sebastião
Hyundai Hb20 1.0 12V FLEX EVOLUTION MANUAL,67900.0,2023-03-07,08:45,68252.0,2020,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-flex-evolution-manual-1087453306,Passo Fundo,Boqueirão
HB20 1.6 ,42900.0,2023-03-07,08:44,124000.0,2013,Manual,Gasolina,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-1155733141,Charqueadas,Boqueirão
HYUNDAI HB20 CONFORT 1.0 2018,59500.0,2023-03-07,08:23,60000.0,2018,Manual,Flex,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-confort-1-0-2018-1134713470,Pelotas,Fragata
Hb20 evolution top impecavel  ,71990.0,2023-03-07,08:11,52300.0,2020,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-evolution-top-impecavel-1136237694,Cachoeirinha,Vila Cachoeirinha
Vendo HB20 1.0  2019 ,55000.0,2023-03-07,01:14,78000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/vendo-hb20-1-0-2019-1155666243,Pelotas,Fragata
HYUNDAI HB20 2021/2022 1.0 12V FLEX VISION MANUAL,65990.0,2023-03-06,23:27,91070.0,2022,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-2021-2022-1-0-12v-flex-vision-manual-1089589358,Gravataí,Bom Princípio
Hb20 Sedan 1.6 Comfort 2015 ,54900.0,2023-03-06,22:54,71000.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-sedan-1-6-comfort-2015-1142419592,Gravataí,Bom Princípio
HB20 2019/2019 1.0 UNIQUE 12V FLEX 4P MANUAL,56650.0,2023-03-06,22:41,65796.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-2019-2019-1-0-unique-12v-flex-4p-manual-1135997072,Porto Alegre,Petrópolis
HB20 hatch 1.0 2015 ABAIXO DA FIPE,49000.0,2023-03-06,22:38,130000.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hb20-hatch-1-0-2015-abaixo-da-fipe-1155633777,Santa Maria,Centro
HB20 SENSE 2021,64900.0,2023-03-06,22:28,26090.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hb20-sense-2021-1136012896,Santa Maria,Centro
Hyundai Hb20 1.0 12v Comfort,94917.0,2023-03-06,22:24,0.0,2023,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-comfort-1066955895,Caxias do Sul,Nossa Senhora de Fátima
HYUNDAI HB20 EVOLUTION 1.0 FLEX 12V MEC 2022,76900.0,2023-03-06,22:21,2857.0,2022,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-evolution-1-0-flex-12v-mec-2022-1145557568,Novo Hamburgo,Pátria Nova
HYUNDAI HB20 1.0 12V 4P FLEX VISION 2021,67900.0,2023-03-06,22:20,62738.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-4p-flex-vision-2021-1153165126,Porto Alegre,São João
Vendo HB20 2015,50000.0,2023-03-07,16:40,88000.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vendo-hb20-2015-1156000355,Cachoeirinha,Chácara das Rosas
HYUNDAI HB20 2019/2020 1.0 12V FLEX VISION MANUAL,59900.0,2023-03-07,16:37,91007.0,2020,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-2019-2020-1-0-12v-flex-vision-manual-1130693096,Canoas,Marechal Rondon
Hyundai Hb20 1.0 12v Comfort,89690.0,2023-03-07,16:16,0.0,2023,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-comfort-1066957656,Caxias do Sul,Nossa Senhora de Fátima
HB20 Evolution 1.0 Unico Dono 18000km,74900.0,2023-03-07,16:07,18000.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-evolution-1-0-unico-dono-18000km-1155980908,Getúlio Vargas,Nossa Senhora de Fátima
Hyundai Hb20 2022 1.0 tgdi flex evolution automático,83900.0,2023-03-07,15:59,49790.0,2022,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-2022-1-0-tgdi-flex-evolution-automatico-1152641496,Porto Alegre,Navegantes
HYUNDAI HB20 2021/2022 1.0 12V FLEX VISION MANUAL,70990.0,2023-03-07,15:49,47924.0,2022,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-2021-2022-1-0-12v-flex-vision-manual-1120767941,São Leopoldo,Scharlau
Hyundai Hb20 2022 1.0 tgdi flex evolution automático,83900.0,2023-03-07,15:28,40600.0,2022,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-2022-1-0-tgdi-flex-evolution-automatico-1142330601,Porto Alegre,Navegantes
Hyundai Hb20 2020 1.0 12v flex sense manual,59900.0,2023-03-07,15:27,63270.0,2020,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-2020-1-0-12v-flex-sense-manual-1150790384,Porto Alegre,Navegantes
Hb20 1.6 Comfort Plus 2014,49900.0,2023-03-07,15:04,128000.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-comfort-plus-2014-1155942240,São Leopoldo,Pinheiro
Hyundai- HB20 Unique 1.0 12v Flex Manual,58900.0,2023-03-07,14:44,69100.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-unique-1-0-12v-flex-manual-1080481175,Santa Maria,Camobi
Hyundai HB20 Confort 1.0 - 2017 un dona,49900.0,2023-03-07,14:43,82000.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-confort-1-0-2017-un-dona-1138765209,Porto Alegre,Jardim Lindóia
Hb20,47000.0,2023-03-07,13:59,66000.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hb20-1155906893,Santa Maria,Nossa Senhora das Dores
HB20 em estado de zero KM,61000.0,2023-03-07,13:49,22300.0,2015,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-em-estado-de-zero-km-1155900157,Porto Alegre,Auxiliadora
Hyundai HB20 1.0 unique 2019,59990.0,2023-03-07,13:35,85000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-unique-2019-1147959273,Porto Alegre,Partenon
HB20 ,52000.0,2023-03-07,13:26,56000.0,2018,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1155889545,Canoas,Estância Velha
Hb20 1.0 Confort 2016,31500.0,2023-03-07,13:14,200000.0,2016,Manual,Gasolina,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-confort-2016-1155004606,Porto Alegre,Santa Tereza
HYUNDAI HB20 2021/2022 1.0 12V FLEX VISION MANUAL,70460.0,2023-03-07,13:05,41641.0,2022,Manual,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-2021-2022-1-0-12v-flex-vision-manual-1126307951,Santa Maria,Centro
HYUNDAI HB20 1.0 MT EVOLUTION 2021,74900.0,2023-03-07,12:44,30713.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-mt-evolution-2021-1148131668,Porto Alegre,Petrópolis
HB20 CONFORT PLUS 2014,46900.0,2023-03-07,12:34,111000.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hb20-confort-plus-2014-1116223086,Santa Maria,Centro
Hb20 Comfort 1.0 Flex - 83 Mil Km - Completo,54900.0,2023-03-07,11:22,83000.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-comfort-1-0-flex-83-mil-km-completo-1147552791,Caxias do Sul,Sagrada Família
Hyundai Hb20 1.0 12v Sense,87390.0,2023-03-07,11:19,0.0,2023,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-sense-1107594728,Caxias do Sul,Nossa Senhora de Fátima
HYUNDAI HB20 VISION 2020,70900.0,2023-03-07,10:47,49460.0,2020,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-vision-2020-1105547387,Porto Alegre,Bela Vista
HYUNDAI HB20 1.0 TGDI AT EVOLUTION BLUEMEDIA 2022,86900.0,2023-03-07,10:31,21290.0,2022,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-tgdi-at-evolution-bluemedia-2022-1152268207,Canoas,Centro
Hb20 Evolution Bluelink 1.0 Ipva 2023 pago,79990.0,2023-03-07,10:26,28600.0,2022,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-evolution-bluelink-1-0-ipva-2023-pago-1155784702,Bento Gonçalves,Licorsul
HB20 2015/2015 1.0 COMFORT 12V FLEX 4P MANUAL,48900.0,2023-03-07,10:21,72800.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-2015-2015-1-0-comfort-12v-flex-4p-manual-1106623192,Bento Gonçalves,Vila Nova
HYUNDAI HB20 HB20 OCEAN 1.6 FLEX 16V 5P MEC.,61990.0,2023-03-07,09:38,76000.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-hb20-ocean-1-6-flex-16v-5p-mec-1155759966,Porto Alegre,Santa Maria Goretti
Hb20 Aceita troca de menor valor.,59900.0,2023-03-07,09:38,39000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-aceita-troca-de-menor-valor-1155757771,Vera Cruz,Santa Maria Goretti
HYUNDAI HB20 1.6A COMF 2016,56900.0,2023-03-07,09:26,55674.0,2016,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6a-comf-2016-1155753080,Porto Alegre,Cristal
HB20 Sense 1.0M 2020/2021,62000.0,2023-03-07,09:25,9300.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-sense-1-0m-2020-2021-1155752568,Cachoeirinha,Distrito Industrial
HB20 HATCH COMFORT 1.0 MANUAL 2017,51890.0,2023-03-07,09:21,110000.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-hatch-comfort-1-0-manual-2017-1131142716,Cachoeirinha,Vila Regina
Hyundai HB20 Premium 1.6 16v | 2014,56900.0,2023-03-07,09:07,100.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-premium-1-6-16v-2014-1042549689,Estância Velha,Rincão Gaúcho
HYUNDAI HB20 HB20 C.STYLE/C.PLUS 1.6 FLEX 16V AUT.,58900.0,2023-03-07,09:03,60000.0,2016,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-hb20-c-style-c-plus-1-6-flex-16v-aut-1155742282,Novo Hamburgo,Ideal
HB20 1.0 Unique **Unica Dona**,55920.0,2023-03-07,09:00,39950.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-unique-unica-dona-1155741471,Passo Fundo,Centro
Hb20,65900.0,2023-03-07,08:51,53500.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1150022051,Santa Cruz do Sul,Goiás
hb20 hatch evolution ***c/9.000km*** completo multimídia roda,69900.0,2023-03-07,08:47,9000.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-hatch-evolution-c-9-000km-completo-multimidia-roda-952333371,Porto Alegre,São Sebastião
Hyundai Hb20 1.0 12V FLEX EVOLUTION MANUAL,67900.0,2023-03-07,08:45,68252.0,2020,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-flex-evolution-manual-1087453306,Passo Fundo,Boqueirão
HB20 1.6 ,42900.0,2023-03-07,08:44,124000.0,2013,Manual,Gasolina,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-1155733141,Charqueadas,Boqueirão
HYUNDAI HB20 CONFORT 1.0 2018,59500.0,2023-03-07,08:23,60000.0,2018,Manual,Flex,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-confort-1-0-2018-1134713470,Pelotas,Fragata
