country,city_actual,center1label,center2label,neighbourhood,price,city,stars,ratingta,ratingta_count,accommodationtype,scarce_room,hotel_id,offer,offer_cat,year,month,weekend,holiday,distance,distance_alter,accommodation_type,nnight,rating,rating_count,misratingta,misratingta_count,misrating,misrating_count
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,179,London,3.0,4.0,1070.0,_ACCOM_TYPE@Hotel,0,7171.0,1,15-50% offer,2018,2,1,0,0.9,6.8,Hotel,1,3.5,107.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,207,London,3.0,4.0,1070.0,_ACCOM_TYPE@Hotel,0,7171.0,1,15-50% offer,2018,3,1,0,0.9,6.8,Hotel,1,3.5,107.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,214,London,3.0,4.0,1070.0,_ACCOM_TYPE@Hotel,0,7171.0,1,15-50% offer,2018,6,1,0,0.9,6.8,Hotel,1,3.5,107.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,217,London,3.0,4.0,1070.0,_ACCOM_TYPE@Hotel,0,7171.0,1,15-50% offer,2018,5,1,0,0.9,6.8,Hotel,1,3.5,107.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,223,London,3.0,4.0,1070.0,_ACCOM_TYPE@Hotel,0,7171.0,1,15-50% offer,2017,11,0,0,0.9,6.8,Hotel,1,3.5,107.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,227,London,3.0,4.0,1070.0,_ACCOM_TYPE@Hotel,0,7171.0,1,15-50% offer,2018,4,1,0,0.9,6.8,Hotel,1,3.5,107.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,231,London,3.0,4.0,1070.0,_ACCOM_TYPE@Hotel,0,7171.0,1,15-50% offer,2017,11,1,0,0.9,6.8,Hotel,1,3.5,107.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,680,London,3.0,4.0,1070.0,_ACCOM_TYPE@Hotel,0,7171.0,1,15-50% offer,2017,12,0,1,0.9,6.8,Hotel,4,3.5,107.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,217,London,3.5,4.0,359.0,_ACCOM_TYPE@Hotel,1,7172.0,1,15-50% offer,2018,1,1,0,0.9,6.6,Hotel,1,4.0,361.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,235,London,3.5,4.0,359.0,_ACCOM_TYPE@Hotel,0,7172.0,1,15-50% offer,2018,2,1,0,0.9,6.6,Hotel,1,4.0,361.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,241,London,3.5,4.0,359.0,_ACCOM_TYPE@Hotel,1,7172.0,1,15-50% offer,2017,11,1,0,0.9,6.6,Hotel,1,4.0,361.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,241,London,3.5,4.0,359.0,_ACCOM_TYPE@Hotel,1,7172.0,1,15-50% offer,2017,11,0,0,0.9,6.6,Hotel,1,4.0,361.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,248,London,3.5,4.0,359.0,_ACCOM_TYPE@Hotel,0,7172.0,1,15-50% offer,2018,4,1,0,0.9,6.6,Hotel,1,4.0,361.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,273,London,3.5,4.0,359.0,_ACCOM_TYPE@Hotel,0,7172.0,1,1-15% offer,2018,3,1,0,0.9,6.6,Hotel,1,4.0,361.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,363,London,3.5,4.0,359.0,_ACCOM_TYPE@Hotel,0,7172.0,0,0% no offer,2018,5,1,0,0.9,6.6,Hotel,1,4.0,361.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,372,London,3.5,4.0,359.0,_ACCOM_TYPE@Hotel,0,7172.0,0,0% no offer,2018,6,1,0,0.9,6.6,Hotel,1,4.0,361.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,136,London,4.0,4.0,2153.0,_ACCOM_TYPE@Hotel,0,7173.0,1,50%-75% offer,2017,12,0,1,0.9,6.8,Hotel,1,4.1,596.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,208,London,4.0,4.0,2153.0,_ACCOM_TYPE@Hotel,0,7173.0,1,15-50% offer,2017,11,1,0,0.9,6.8,Hotel,1,4.1,596.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,228,London,4.0,4.0,2153.0,_ACCOM_TYPE@Hotel,0,7173.0,1,15-50% offer,2018,4,1,0,0.9,6.8,Hotel,1,4.1,596.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,228,London,4.0,4.0,2153.0,_ACCOM_TYPE@Hotel,0,7173.0,1,15-50% offer,2018,3,1,0,0.9,6.8,Hotel,1,4.1,596.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,249,London,4.0,4.0,2153.0,_ACCOM_TYPE@Hotel,0,7173.0,1,15-50% offer,2018,1,1,0,0.9,6.8,Hotel,1,4.1,596.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,269,London,4.0,4.0,2153.0,_ACCOM_TYPE@Hotel,0,7173.0,1,15-50% offer,2018,6,1,0,0.9,6.8,Hotel,1,4.1,596.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,287,London,4.0,4.0,2153.0,_ACCOM_TYPE@Hotel,0,7173.0,1,15-50% offer,2017,11,0,0,0.9,6.8,Hotel,1,4.1,596.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,321,London,4.0,4.0,2153.0,_ACCOM_TYPE@Hotel,0,7173.0,1,15-50% offer,2018,2,1,0,0.9,6.8,Hotel,1,4.1,596.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,858,London,4.0,4.0,2153.0,_ACCOM_TYPE@Hotel,0,7173.0,1,15-50% offer,2017,12,0,1,0.9,6.8,Hotel,4,4.1,596.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,234,London,4.0,5.0,4284.0,_ACCOM_TYPE@Hotel,0,7174.0,1,15-50% offer,2018,2,1,0,0.9,6.7,Hotel,1,4.6,287.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,234,London,4.0,5.0,4284.0,_ACCOM_TYPE@Hotel,0,7174.0,1,15-50% offer,2018,1,1,0,0.9,6.7,Hotel,1,4.6,287.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,261,London,4.0,5.0,4284.0,_ACCOM_TYPE@Hotel,0,7174.0,1,15-50% offer,2018,3,1,0,0.9,6.7,Hotel,1,4.6,287.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,276,London,4.0,5.0,4284.0,_ACCOM_TYPE@Hotel,0,7174.0,1,15-50% offer,2017,12,0,1,0.9,6.7,Hotel,1,4.6,287.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,304,London,4.0,5.0,4284.0,_ACCOM_TYPE@Hotel,0,7174.0,1,15-50% offer,2018,5,1,0,0.9,6.7,Hotel,1,4.6,287.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,321,London,4.0,5.0,4284.0,_ACCOM_TYPE@Hotel,0,7174.0,1,15-50% offer,2017,11,1,0,0.9,6.7,Hotel,1,4.6,287.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,333,London,4.0,5.0,4284.0,_ACCOM_TYPE@Hotel,0,7174.0,1,1-15% offer,2018,4,1,0,0.9,6.7,Hotel,1,4.6,287.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,347,London,4.0,5.0,4284.0,_ACCOM_TYPE@Hotel,0,7174.0,1,1-15% offer,2018,6,1,0,0.9,6.7,Hotel,1,4.6,287.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,366,London,4.0,5.0,4284.0,_ACCOM_TYPE@Hotel,1,7174.0,1,1-15% offer,2017,11,0,0,0.9,6.7,Hotel,1,4.6,287.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,1276,London,4.0,5.0,4284.0,_ACCOM_TYPE@Hotel,1,7174.0,1,15-50% offer,2017,12,0,1,0.9,6.7,Hotel,4,4.6,287.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,220,London,4.0,4.5,3332.0,_ACCOM_TYPE@Hotel,0,7175.0,1,50%-75% offer,2017,12,0,1,0.7,6.5,Hotel,1,4.5,359.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,247,London,4.0,4.5,3332.0,_ACCOM_TYPE@Hotel,0,7175.0,1,50%-75% offer,2018,1,1,0,0.7,6.5,Hotel,1,4.5,359.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,247,London,4.0,4.5,3332.0,_ACCOM_TYPE@Hotel,0,7175.0,1,50%-75% offer,2018,2,1,0,0.7,6.5,Hotel,1,4.5,359.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,261,London,4.0,4.5,3332.0,_ACCOM_TYPE@Hotel,0,7175.0,1,50%-75% offer,2018,3,1,0,0.7,6.5,Hotel,1,4.5,359.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,261,London,4.0,4.5,3332.0,_ACCOM_TYPE@Hotel,0,7175.0,1,50%-75% offer,2018,4,1,0,0.7,6.5,Hotel,1,4.5,359.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,287,London,4.0,4.5,3332.0,_ACCOM_TYPE@Hotel,0,7175.0,1,50%-75% offer,2018,6,1,0,0.7,6.5,Hotel,1,4.5,359.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,287,London,4.0,4.5,3332.0,_ACCOM_TYPE@Hotel,0,7175.0,1,50%-75% offer,2018,5,1,0,0.7,6.5,Hotel,1,4.5,359.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,328,London,4.0,4.5,3332.0,_ACCOM_TYPE@Hotel,1,7175.0,1,15-50% offer,2017,11,0,0,0.7,6.5,Hotel,1,4.5,359.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,1071,London,4.0,4.5,3332.0,_ACCOM_TYPE@Hotel,1,7175.0,1,50%-75% offer,2017,12,0,1,0.7,6.5,Hotel,4,4.5,359.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,144,London,3.5,3.0,3.0,_ACCOM_TYPE@Inn,1,7176.0,1,50%-75% offer,2018,2,1,0,1.1,6.7,Inn,1,4.4,44.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,144,London,3.5,3.0,3.0,_ACCOM_TYPE@Inn,1,7176.0,1,50%-75% offer,2018,4,1,0,1.1,6.7,Inn,1,4.4,44.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,144,London,3.5,3.0,3.0,_ACCOM_TYPE@Inn,1,7176.0,1,50%-75% offer,2018,6,1,0,1.1,6.7,Inn,1,4.4,44.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,144,London,3.5,3.0,3.0,_ACCOM_TYPE@Inn,1,7176.0,1,50%-75% offer,2018,3,1,0,1.1,6.7,Inn,1,4.4,44.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,196,London,3.5,3.0,3.0,_ACCOM_TYPE@Inn,1,7176.0,1,15-50% offer,2018,1,1,0,1.1,6.7,Inn,1,4.4,44.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,223,London,3.5,3.0,3.0,_ACCOM_TYPE@Inn,1,7176.0,1,15-50% offer,2017,11,1,0,1.1,6.7,Inn,1,4.4,44.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,236,London,3.5,3.0,3.0,_ACCOM_TYPE@Inn,1,7176.0,1,15-50% offer,2017,11,0,0,1.1,6.7,Inn,1,4.4,44.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,236,London,3.5,3.0,3.0,_ACCOM_TYPE@Inn,1,7176.0,1,15-50% offer,2017,12,0,1,1.1,6.7,Inn,1,4.4,44.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,905,London,3.5,3.0,3.0,_ACCOM_TYPE@Inn,1,7176.0,1,15-50% offer,2017,12,0,1,1.1,6.7,Inn,4,4.4,44.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,149,London,4.0,3.5,656.0,_ACCOM_TYPE@Hotel,0,7179.0,1,50%-75% offer,2017,12,0,1,0.9,6.7,Hotel,1,3.9,192.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,216,London,4.0,3.5,656.0,_ACCOM_TYPE@Hotel,0,7179.0,1,15-50% offer,2018,1,1,0,0.9,6.7,Hotel,1,3.9,192.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,216,London,4.0,3.5,656.0,_ACCOM_TYPE@Hotel,0,7179.0,1,15-50% offer,2018,4,1,0,0.9,6.7,Hotel,1,3.9,192.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,216,London,4.0,3.5,656.0,_ACCOM_TYPE@Hotel,0,7179.0,1,15-50% offer,2018,2,1,0,0.9,6.7,Hotel,1,3.9,192.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,233,London,4.0,3.5,656.0,_ACCOM_TYPE@Hotel,0,7179.0,1,15-50% offer,2017,11,1,0,0.9,6.7,Hotel,1,3.9,192.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,250,London,4.0,3.5,656.0,_ACCOM_TYPE@Hotel,0,7179.0,1,15-50% offer,2018,6,1,0,0.9,6.7,Hotel,1,3.9,192.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,900,London,4.0,3.5,656.0,_ACCOM_TYPE@Hotel,0,7179.0,1,15-50% offer,2017,12,0,1,0.9,6.7,Hotel,4,3.9,192.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,92,London,2.0,4.0,609.0,_ACCOM_TYPE@Hotel,0,7181.0,1,15-50% offer,2017,12,0,1,1.2,7.0,Hotel,1,3.5,214.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,108,London,2.0,4.0,609.0,_ACCOM_TYPE@Hotel,0,7181.0,1,15-50% offer,2017,11,0,0,1.2,7.0,Hotel,1,3.5,214.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,448,London,2.0,4.0,609.0,_ACCOM_TYPE@Hotel,1,7181.0,1,15-50% offer,2017,12,0,1,1.2,7.0,Hotel,4,3.5,214.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,177,London,4.0,3.5,800.0,_ACCOM_TYPE@Hotel,0,7182.0,1,15-50% offer,2018,1,1,0,0.9,6.6,Hotel,1,3.7,228.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,177,London,4.0,3.5,800.0,_ACCOM_TYPE@Hotel,0,7182.0,1,15-50% offer,2018,2,1,0,0.9,6.6,Hotel,1,3.7,228.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,188,London,4.0,3.5,800.0,_ACCOM_TYPE@Hotel,1,7182.0,1,15-50% offer,2018,4,1,0,0.9,6.6,Hotel,1,3.7,228.0,False,False,False,False
United Kingdom,London,City centre,Wimbledon Park Underground Station,Bloomsbury,188,London,4.0,3.5,800.0,_ACCOM_TYPE@Hotel,1,7182.0,1,15-50% offer,2018,5,1,0,0.9,6.6,Hotel,1,3.7,228.0,False,False,False,False
