country,city_actual,center1label,center2label,neighbourhood,price,city,stars,ratingta,ratingta_count,accommodationtype,scarce_room,hotel_id,offer,offer_cat,year,month,weekend,holiday,distance,distance_alter,accommodation_type,nnight,rating,rating_count,misrating
Austria,Vienna,City centre,Donauturm,Innere Stadt,123,Vienna,4.0,3.5,47.0,_ACCOM_TYPE@Hotel,1,21971,1,15-50% offer,2017,11,0,0,0.5,3.1,Hotel,1,4.1,73.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,219,Vienna,4.0,4.5,392.0,_ACCOM_TYPE@Hotel,1,21972,1,1-15% offer,2017,11,0,0,0.3,3.0,Hotel,1,4.5,81.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,152,Vienna,4.0,4.0,261.0,_ACCOM_TYPE@Hotel,0,21973,1,15-50% offer,2017,11,0,0,0.3,3.0,Hotel,1,4.3,271.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,115,Vienna,4.0,4.5,211.0,_ACCOM_TYPE@Hotel,1,21975,1,15-50% offer,2017,11,0,0,0.1,2.7,Hotel,1,4.3,211.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,806,Vienna,5.0,4.5,114.0,_ACCOM_TYPE@Hotel,0,21976,1,15-50% offer,2017,11,0,0,0.3,2.8,Hotel,1,4.5,5.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,138,Vienna,4.0,4.5,463.0,_ACCOM_TYPE@Hotel,0,21977,1,15-50% offer,2017,11,0,0,0.2,2.6,Hotel,1,4.5,316.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,146,Vienna,4.0,4.0,714.0,_ACCOM_TYPE@Hotel,0,21980,0,0% no offer,2017,11,0,0,0.1,2.9,Hotel,1,4.4,336.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,98,Vienna,3.0,3.5,66.0,_ACCOM_TYPE@Hotel,1,21984,0,0% no offer,2017,11,0,0,0.5,2.6,Hotel,1,3.7,88.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,121,Vienna,3.5,4.5,557.0,_ACCOM_TYPE@Hotel,1,21985,1,15-50% offer,2017,11,0,0,0.3,2.5,Hotel,1,4.5,140.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,149,Vienna,4.0,4.0,1516.0,_ACCOM_TYPE@Hotel,0,21986,1,1-15% offer,2017,11,0,0,0.2,2.6,Hotel,1,4.0,391.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,120,Vienna,3.0,3.5,515.0,_ACCOM_TYPE@Hotel,0,21987,1,1-15% offer,2017,11,0,0,0.3,2.5,Hotel,1,3.9,320.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,157,Vienna,3.0,4.5,146.0,_ACCOM_TYPE@Hotel,1,21988,1,1-15% offer,2017,11,0,0,0.4,2.9,Hotel,1,4.4,21.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,261,Vienna,5.0,5.0,945.0,_ACCOM_TYPE@Hotel,1,21989,1,15-50% offer,2017,11,0,0,0.3,3.1,Hotel,1,4.8,193.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,112,Vienna,4.0,4.0,607.0,_ACCOM_TYPE@Hotel,0,21995,1,15-50% offer,2017,11,0,0,0.2,2.9,Hotel,1,4.0,505.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,138,Vienna,4.0,4.0,273.0,_ACCOM_TYPE@Hotel,0,21996,1,15-50% offer,2017,11,0,0,0.3,2.5,Hotel,1,4.3,386.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,199,Vienna,4.5,4.5,3171.0,_ACCOM_TYPE@Hotel,0,21998,1,50%-75% offer,2017,11,0,0,0.3,2.9,Hotel,1,4.5,626.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,203,Vienna,5.0,4.5,917.0,_ACCOM_TYPE@Hotel,0,21999,1,15-50% offer,2017,11,0,0,0.3,2.9,Hotel,1,4.4,334.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,544,Vienna,5.0,4.5,1178.0,_ACCOM_TYPE@Hotel,0,22006,0,0% no offer,2017,11,0,0,0.5,3.2,Hotel,1,4.8,150.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,252,Vienna,5.0,4.5,1050.0,_ACCOM_TYPE@Hotel,0,22007,1,1-15% offer,2017,11,0,0,0.5,3.2,Hotel,1,4.6,531.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,323,Vienna,5.0,4.5,1168.0,_ACCOM_TYPE@Hotel,0,22008,1,15-50% offer,2017,11,0,0,0.5,3.2,Hotel,1,4.5,253.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,158,Vienna,3.0,4.0,232.0,_ACCOM_TYPE@Hotel,1,22009,0,0% no offer,2017,11,0,0,0.3,3.1,Hotel,1,4.3,47.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,218,Vienna,4.0,5.0,1112.0,_ACCOM_TYPE@Hotel,1,22011,1,50%-75% offer,2017,11,0,0,0.2,2.6,Hotel,1,4.6,124.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,218,Vienna,4.0,4.5,475.0,_ACCOM_TYPE@Hotel,0,22012,1,15-50% offer,2017,11,0,0,0.1,2.7,Hotel,1,4.5,115.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,135,Vienna,3.0,3.5,162.0,_ACCOM_TYPE@Hotel,0,22013,1,15-50% offer,2017,11,0,0,0.3,2.6,Hotel,1,3.9,110.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,179,Vienna,4.0,4.5,423.0,_ACCOM_TYPE@Hotel,1,22016,0,0% no offer,2017,11,0,0,0.5,3.3,Hotel,1,4.4,467.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,157,Vienna,4.0,4.5,1380.0,_ACCOM_TYPE@Hotel,0,22018,1,1-15% offer,2017,11,0,0,0.7,3.5,Hotel,1,4.5,650.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,146,Vienna,4.0,4.5,770.0,_ACCOM_TYPE@Hotel,1,22019,0,0% no offer,2017,11,0,0,0.3,2.8,Hotel,1,4.5,95.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,200,Vienna,5.0,4.0,1850.0,_ACCOM_TYPE@Hotel,0,22020,1,15-50% offer,2017,11,0,0,0.4,2.9,Hotel,1,4.3,564.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,157,Vienna,4.0,4.0,392.0,_ACCOM_TYPE@Hotel,1,22021,0,0% no offer,2017,11,0,0,0.1,2.8,Hotel,1,4.1,168.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,108,Vienna,3.0,3.5,234.0,_ACCOM_TYPE@Hotel,1,22023,1,15-50% offer,2017,11,0,0,0.3,2.5,Hotel,1,3.5,175.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,127,Vienna,4.0,4.0,840.0,_ACCOM_TYPE@Hotel,0,22026,1,15-50% offer,2017,11,0,0,0.8,3.1,Hotel,1,4.0,426.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,163,Vienna,4.0,4.0,388.0,_ACCOM_TYPE@Hotel,1,22028,0,0% no offer,2017,11,0,0,0.4,2.7,Hotel,1,4.1,148.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,226,Vienna,5.0,4.5,2985.0,_ACCOM_TYPE@Hotel,0,22030,1,15-50% offer,2017,11,0,0,0.5,3.3,Hotel,1,4.3,493.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,231,Vienna,4.0,4.5,282.0,_ACCOM_TYPE@Hotel,0,22031,1,15-50% offer,2017,11,0,0,0.1,2.7,Hotel,1,4.4,56.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,116,Vienna,4.0,4.5,1274.0,_ACCOM_TYPE@Hotel,1,22032,1,15-50% offer,2017,11,0,0,0.4,2.6,Hotel,1,4.4,247.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,184,Vienna,5.0,4.5,1330.0,_ACCOM_TYPE@Hotel,0,22035,1,15-50% offer,2017,11,0,0,0.6,2.7,Hotel,1,4.5,599.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,384,Vienna,5.0,5.0,1207.0,_ACCOM_TYPE@Hotel,0,22036,1,15-50% offer,2017,11,0,0,0.6,2.5,Hotel,1,4.8,258.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,166,Vienna,4.0,4.0,1592.0,_ACCOM_TYPE@Hotel,1,22037,1,15-50% offer,2017,11,0,0,0.6,2.8,Hotel,1,4.3,703.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,187,Vienna,5.0,4.0,468.0,_ACCOM_TYPE@Hotel,0,22038,1,15-50% offer,2017,11,0,0,0.5,3.1,Hotel,1,4.1,230.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,371,Vienna,5.0,4.5,1319.0,_ACCOM_TYPE@Hotel,0,22039,1,1-15% offer,2017,11,0,0,0.5,3.1,Hotel,1,4.6,112.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,169,Vienna,4.0,4.5,561.0,_ACCOM_TYPE@Hotel,1,22042,0,0% no offer,2017,11,0,0,0.3,2.5,Hotel,1,4.5,81.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,242,Vienna,4.0,4.5,2165.0,_ACCOM_TYPE@Hotel,0,22050,1,1-15% offer,2017,11,0,0,0.0,2.8,Hotel,1,4.8,404.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,223,Vienna,4.0,3.5,276.0,_ACCOM_TYPE@Hotel,1,22051,0,0% no offer,2017,11,0,0,0.5,2.4,Hotel,1,3.5,123.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,149,Vienna,4.0,4.5,930.0,_ACCOM_TYPE@Hotel,1,22052,1,15-50% offer,2017,11,0,0,0.3,2.7,Hotel,1,4.4,653.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,114,Vienna,4.0,4.0,836.0,_ACCOM_TYPE@Hotel,0,22054,1,15-50% offer,2017,11,0,0,0.5,2.3,Hotel,1,4.0,388.0,False
Austria,Vienna,City centre,Donauturm,Innere Stadt,139,Vienna,4.0,3.5,54.0,_ACCOM_TYPE@Hotel,1,22061,1,1-15% offer,2017,11,0,0,0.2,2.9,Hotel,1,3.5,34.0,False
Austria,Vienna,City centre,Donauturm,Josefstadt,79,Vienna,3.0,3.5,127.0,_ACCOM_TYPE@Hotel,1,22064,1,1-15% offer,2017,11,0,0,1.4,3.6,Hotel,1,3.5,102.0,False
Austria,Vienna,City centre,Donauturm,Josefstadt,127,Vienna,5.0,4.0,876.0,_ACCOM_TYPE@Hotel,1,22069,1,1-15% offer,2017,11,0,0,0.8,3.4,Hotel,1,4.1,298.0,False
Austria,Vienna,City centre,Donauturm,Josefstadt,110,Vienna,3.0,4.0,419.0,_ACCOM_TYPE@Hotel,0,22071,1,15-50% offer,2017,11,0,0,0.9,3.4,Hotel,1,4.1,354.0,False
Austria,Vienna,City centre,Donauturm,Josefstadt,88,Vienna,3.0,4.0,509.0,_ACCOM_TYPE@Hotel,1,22072,1,15-50% offer,2017,11,0,0,0.9,3.3,Hotel,1,4.4,92.0,False
Austria,Vienna,City centre,Donauturm,Josefstadt,59,Vienna,3.0,4.0,967.0,_ACCOM_TYPE@Hotel,1,22075,1,50%-75% offer,2017,11,0,0,1.6,3.7,Hotel,1,3.9,128.0,False
Austria,Vienna,City centre,Donauturm,Josefstadt,119,Vienna,4.0,4.0,1358.0,_ACCOM_TYPE@Hotel,0,22076,1,1-15% offer,2017,11,0,0,0.9,3.4,Hotel,1,4.0,530.0,False
Austria,Vienna,City centre,Donauturm,Josefstadt,152,Vienna,4.0,4.0,1461.0,_ACCOM_TYPE@Hotel,0,22077,1,1-15% offer,2017,11,0,0,0.9,3.4,Hotel,1,4.3,342.0,False
Austria,Vienna,City centre,Donauturm,Josefstadt,102,Vienna,4.0,4.0,346.0,_ACCOM_TYPE@Hotel,0,22078,1,1-15% offer,2017,11,0,0,1.0,3.4,Hotel,1,4.0,194.0,False
Austria,Vienna,City centre,Donauturm,Josefstadt,54,Vienna,3.0,3.0,85.0,_ACCOM_TYPE@Hotel,1,22080,1,15-50% offer,2017,11,0,0,1.1,3.4,Hotel,1,3.2,63.0,False
Austria,Vienna,City centre,Donauturm,Josefstadt,75,Vienna,2.0,4.5,304.0,_ACCOM_TYPE@Hotel,1,22082,1,15-50% offer,2017,11,0,0,0.9,3.5,Hotel,1,4.0,84.0,False
Austria,Vienna,City centre,Donauturm,Josefstadt,73,Vienna,2.0,4.0,103.0,_ACCOM_TYPE@Hotel,1,22083,1,1-15% offer,2017,11,0,0,0.9,3.5,Hotel,1,3.9,30.0,False
Austria,Vienna,City centre,Donauturm,Josefstadt,94,Vienna,3.0,4.0,452.0,_ACCOM_TYPE@Hotel,1,22084,1,15-50% offer,2017,11,0,0,1.0,3.4,Hotel,1,4.1,169.0,False
Austria,Vienna,City centre,Donauturm,Josefstadt,115,Vienna,4.0,4.5,2150.0,_ACCOM_TYPE@Hotel,0,22088,1,15-50% offer,2017,11,0,0,0.9,3.5,Hotel,1,4.5,765.0,False
Austria,Vienna,City centre,Donauturm,Josefstadt,68,Vienna,3.0,3.5,182.0,_ACCOM_TYPE@Hotel,1,22090,1,15-50% offer,2017,11,0,0,0.9,3.2,Hotel,1,3.7,43.0,False
Austria,Vienna,City centre,Donauturm,Kaerntner Strasse,354,Vienna,5.0,4.5,1504.0,_ACCOM_TYPE@Hotel,0,22092,1,1-15% offer,2017,11,0,0,0.4,3.2,Hotel,1,4.5,78.0,False
Austria,Vienna,City centre,Donauturm,Kaerntner Strasse,153,Vienna,4.0,4.0,700.0,_ACCOM_TYPE@Hotel,1,22093,1,15-50% offer,2017,11,0,0,0.2,3.0,Hotel,1,4.1,184.0,False
Austria,Vienna,City centre,Donauturm,Kaerntner Strasse,202,Vienna,5.0,4.0,615.0,_ACCOM_TYPE@Hotel,1,22094,1,15-50% offer,2017,11,0,0,0.2,3.0,Hotel,1,4.3,276.0,False
Austria,Vienna,City centre,Donauturm,Kaerntner Strasse,169,Vienna,4.0,4.0,760.0,_ACCOM_TYPE@Hotel,1,22095,1,1-15% offer,2017,11,0,0,0.3,3.1,Hotel,1,4.1,313.0,False
Austria,Vienna,City centre,Donauturm,Kaerntner Strasse,182,Vienna,4.0,4.5,327.0,_ACCOM_TYPE@Hotel,0,22097,1,1-15% offer,2017,11,0,0,0.5,3.3,Hotel,1,4.5,323.0,False
Austria,Vienna,City centre,Donauturm,Kaerntner Strasse,527,Vienna,5.0,5.0,1748.0,_ACCOM_TYPE@Hotel,1,22100,1,1-15% offer,2017,11,0,0,0.4,3.1,Hotel,1,4.8,140.0,False
Austria,Vienna,City centre,Donauturm,Kaerntner Strasse,142,Vienna,4.0,4.0,837.0,_ACCOM_TYPE@Hotel,0,22101,1,15-50% offer,2017,11,0,0,0.1,2.8,Hotel,1,4.4,512.0,False
Austria,Vienna,City centre,Donauturm,Landstrasse,110,Vienna,4.0,4.5,2718.0,_ACCOM_TYPE@Hotel,0,22104,1,1-15% offer,2017,11,0,0,0.6,3.2,Hotel,1,4.3,340.0,False
Austria,Vienna,City centre,Donauturm,Landstrasse,177,Vienna,5.0,4.0,2015.0,_ACCOM_TYPE@Hotel,0,22114,1,50%-75% offer,2017,11,0,0,0.5,3.0,Hotel,1,4.3,152.0,False
Austria,Vienna,City centre,Donauturm,Landstrasse,82,Vienna,4.0,4.0,395.0,_ACCOM_TYPE@Hotel,0,22117,1,15-50% offer,2017,11,0,0,1.4,3.1,Hotel,1,4.0,181.0,False
Austria,Vienna,City centre,Donauturm,Landstrasse,82,Vienna,4.0,4.0,717.0,_ACCOM_TYPE@Hotel,1,22118,1,1-15% offer,2017,11,0,0,1.7,3.3,Hotel,1,4.1,359.0,False
Austria,Vienna,City centre,Donauturm,Landstrasse,66,Vienna,3.0,3.5,203.0,_ACCOM_TYPE@Hotel,0,22119,1,15-50% offer,2017,11,0,0,1.8,3.4,Hotel,1,3.9,160.0,False
Austria,Vienna,City centre,Donauturm,Landstrasse,169,Vienna,4.0,4.0,1208.0,_ACCOM_TYPE@Hotel,0,22120,0,0% no offer,2017,11,0,0,0.8,2.7,Hotel,1,4.1,303.0,False
Austria,Vienna,City centre,Donauturm,Landstrasse,109,Vienna,4.0,4.0,666.0,_ACCOM_TYPE@Hotel,0,22123,0,0% no offer,2017,11,0,0,1.5,3.8,Hotel,1,4.1,173.0,False
Austria,Vienna,City centre,Donauturm,Landstrasse,104,Vienna,3.0,3.0,72.0,_ACCOM_TYPE@Hotel,1,22125,0,0% no offer,2017,11,0,0,0.7,2.6,Hotel,1,3.4,114.0,False
Austria,Vienna,City centre,Donauturm,Landstrasse,145,Vienna,3.5,4.5,730.0,_ACCOM_TYPE@Hotel,0,22126,1,15-50% offer,2017,11,0,0,0.9,2.5,Hotel,1,4.3,249.0,False
Austria,Vienna,City centre,Donauturm,Landstrasse,85,Vienna,3.0,3.5,183.0,_ACCOM_TYPE@Hotel,1,22130,1,50%-75% offer,2017,11,0,0,0.8,2.1,Hotel,1,3.5,13.0,False
Austria,Vienna,City centre,Donauturm,Landstrasse,137,Vienna,4.5,4.0,1060.0,_ACCOM_TYPE@Hotel,0,22132,1,15-50% offer,2017,11,0,0,1.0,3.3,Hotel,1,4.1,497.0,False
Austria,Vienna,City centre,Donauturm,Landstrasse,116,Vienna,4.5,4.5,1591.0,_ACCOM_TYPE@Hotel,0,22134,1,1-15% offer,2017,11,0,0,1.1,3.3,Hotel,1,4.5,503.0,False
Austria,Vienna,City centre,Donauturm,Landstrasse,110,Vienna,3.0,3.5,529.0,_ACCOM_TYPE@Hotel,1,22136,0,0% no offer,2017,11,0,0,1.3,3.3,Hotel,1,3.7,109.0,False
Austria,Vienna,City centre,Donauturm,Landstrasse,134,Vienna,4.0,4.5,343.0,_ACCOM_TYPE@Hotel,1,22138,1,15-50% offer,2017,11,0,0,0.6,3.0,Hotel,1,4.3,171.0,False
Austria,Vienna,City centre,Donauturm,Landstrasse,79,Vienna,4.0,3.5,77.0,_ACCOM_TYPE@Hotel,1,22140,0,0% no offer,2017,11,0,0,1.3,3.3,Hotel,1,3.7,79.0,False
Austria,Vienna,City centre,Donauturm,Landstrasse,132,Vienna,4.0,4.0,1403.0,_ACCOM_TYPE@Hotel,0,22142,1,15-50% offer,2017,11,0,0,1.0,3.2,Hotel,1,4.1,281.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,128,Vienna,4.0,4.0,1437.0,_ACCOM_TYPE@Hotel,0,22144,1,15-50% offer,2017,11,0,0,0.6,2.3,Hotel,1,4.1,267.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,99,Vienna,3.0,4.5,491.0,_ACCOM_TYPE@Hotel,0,22145,0,0% no offer,2017,11,0,0,1.5,1.6,Hotel,1,4.5,183.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,86,Vienna,4.0,3.5,326.0,_ACCOM_TYPE@Hotel,0,22149,1,50%-75% offer,2017,11,0,0,1.8,1.0,Hotel,1,4.0,136.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,63,Vienna,3.0,3.0,183.0,_ACCOM_TYPE@Hotel,1,22152,1,1-15% offer,2017,11,0,0,1.0,1.9,Hotel,1,3.4,242.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,134,Vienna,3.5,4.5,70.0,_ACCOM_TYPE@Hotel,1,22155,1,15-50% offer,2017,11,0,0,0.6,2.2,Hotel,1,4.0,16.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,79,Vienna,3.0,4.0,290.0,_ACCOM_TYPE@Hotel,0,22157,1,15-50% offer,2017,11,0,0,0.9,1.9,Hotel,1,3.7,122.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,138,Vienna,4.0,4.0,1023.0,_ACCOM_TYPE@Hotel,0,22158,0,0% no offer,2017,11,0,0,0.5,2.3,Hotel,1,4.0,250.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,113,Vienna,4.0,4.5,1516.0,_ACCOM_TYPE@Hotel,1,22159,1,15-50% offer,2017,11,0,0,1.0,1.8,Hotel,1,4.5,603.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,56,Vienna,2.0,4.0,1666.0,_ACCOM_TYPE@Hotel,0,22161,1,1-15% offer,2017,11,0,0,1.5,1.4,Hotel,1,3.5,52.0,False
